case_id,tau_ps,sigma_s_per_m,measurement_mode,measurement_angle_deg,measurement_polarization,noise_dynamic_range_db,weighted_data_fit,data_fit,relative_l2,residual_rms,fit_sigma,max_abs_residual,max_abs_parameter_correlation,mean_abs_parameter_correlation,recovery_error,true_thickness_um,true_eps_inf,true_tau_ps,true_sigma_s_per_m,fit_thickness_um,fit_plasma_freq_thz,fit_gamma_thz,fit_tau_ps,fit_sigma_s_per_m,signed_err_sigma_s_per_m,abs_err_sigma_s_per_m,signed_err_tau_ps,abs_err_tau_ps,signed_err_thickness_um,abs_err_thickness_um,noise_sigma,noise_seed,clean_peak_abs,noise_rms,observed_snr_db,optimizer_stage,initial_objective_value,final_objective_value,objective_improvement_fraction,stuck_to_initial,initial_tau_ps,fit_minus_initial_tau_ps,stuck_to_initial_tau_ps,initial_sigma_s_per_m,fit_minus_initial_sigma_s_per_m,stuck_to_initial_sigma_s_per_m
10,0.475,100.0,reflection,60.0,p,110.0,1.0456353124845329e-10,9.911534914567977e-10,3.1482590291410235e-05,8.682347136608151e-07,3.2323494585743686e-05,3.1118011217263347e-06,0.7749341513755876,0.34186915450336697,1.3479658518273735e-06,725.0,11.7,0.475,100.0,725.000024122778,0.7760682200059668,0.3350645086382174,0.47499791529320495,99.99999287315913,7.126840870341766e-06,7.126840870341766e-06,2.0847067950247045e-06,2.0847067950247045e-06,-2.4122777972479525e-05,2.4122777972479525e-05,8.714609022106561e-07,1010.0,0.2755801342770938,8.695800779754311e-07,90.02514771437383,local,0.12416636170762797,1.0456353124845329e-10,0.9999999991578756,False,0.316,0.15899791529320495,False,316.22776601683796,-216.22777314367883,False
11,0.5125,100.0,reflection,60.0,p,110.0,1.0450856939372469e-10,1.0575475024660735e-09,3.251995544993986e-05,9.059889847647878e-07,3.336825874101023e-05,3.6794563654811343e-06,0.7793364252793317,0.3387549819098477,4.051042014878587e-06,725.0,11.7,0.5125,100.0,724.9999396471909,0.7471327124266297,0.31054266634718025,0.5125058819259426,100.00065038583656,-0.0006503858365647375,0.0006503858365647375,-5.881925942641253e-06,5.881925942641253e-06,6.0352809100550076e-05,6.0352809100550076e-05,8.711767919752319e-07,1011.0,0.2754902907320431,9.139732207127153e-07,89.68076935937809,local,0.13465693275071106,1.0450856939372469e-10,0.9999999992238902,False,0.316,0.1965058819259426,False,316.22776601683796,-216.2271156310014,False
12,0.5499999999999999,100.0,reflection,60.0,p,110.0,9.294799280908061e-11,9.089592682317417e-10,3.0148951362058048e-05,8.484073821273167e-07,3.0920675137169425e-05,3.542567053755989e-06,0.7821027551860158,0.33578780881145404,1.4243890749227169e-06,725.0,11.7,0.5499999999999999,100.0,724.9999519060741,0.7212124464426208,0.28937131640099223,0.5500024849434234,99.99989507485242,0.00010492514758198013,0.00010492514758198013,-2.484943423475272e-06,2.484943423475272e-06,4.809392589777417e-05,4.809392589777417e-05,8.709775592042948e-07,1012.0,0.2754272877979723,8.489285894585754e-07,90.40920880539954,local,0.14583346588854715,9.294799280908061e-11,0.9999999993626429,False,0.316,0.2340024849434234,False,316.22776601683796,-216.22787094198554,False
13,0.5875,100.0,reflection,60.0,p,110.0,1.0269910292276998e-10,9.628211060491283e-10,3.102935877599033e-05,8.817668491719586e-07,3.180813896371259e-05,2.8067482245779443e-06,0.7836640607435255,0.33296075247020007,1.2622022252198128e-06,725.0,11.7,0.5875,100.0,724.9999584892528,0.6978157489260013,0.27090094371234613,0.5875023575439909,99.99991108107304,8.891892696283321e-05,8.891892696283321e-05,-2.3575439909162554e-06,2.3575439909162554e-06,4.1510747223583166e-05,4.1510747223583166e-05,8.708416292222276e-07,1013.0,0.2753843029634085,8.824836304328017e-07,90.15747754101415,local,0.1573164661750033,1.0269910292276998e-10,0.9999999993471815,False,0.316,0.27150235754399094,False,316.22776601683796,-216.22785493576492,False
14,0.625,100.0,reflection,60.0,p,110.0,1.0421745821443456e-10,8.908019720374662e-10,2.9846305835688712e-05,8.56181778263401e-07,3.056010767357196e-05,3.265523899794766e-06,0.7843185864934994,0.3302663095162723,1.7227554360655245e-06,725.0,11.7,0.625,100.0,725.0000000650737,0.6765599889104307,0.2546491896616663,0.6249968566691803,99.99975147302833,0.00024852697167432325,0.00024852697167432325,3.143330819743717e-06,3.143330819743717e-06,-6.507366379082669e-08,6.507366379082669e-08,8.707532686035709e-07,1014.0,0.2753563608823668,8.582208780709373e-07,90.48153196686648,local,0.16954962447623928,1.0421745821443456e-10,0.9999999993853277,False,0.316,0.30899685666918025,False,316.22776601683796,-216.22801454380965,False
15,0.6625,100.0,reflection,60.0,p,110.0,1.1530015763062412e-10,8.866152325820253e-10,2.977608491024341e-05,8.619034864237054e-07,3.049249471584623e-05,3.1170585578221832e-06,0.784280030571231,0.3276945795529588,7.540371646746275e-07,725.0,11.7,0.6625,100.0,724.9999439353556,0.6571313489793101,0.24023330157341158,0.6625015851237429,99.99994483557975,5.51644202460011e-05,5.51644202460011e-05,-1.5851237429309606e-06,1.5851237429309606e-06,5.606464435459202e-05,5.606464435459202e-05,8.707008717656902e-07,1015.0,0.2753397915473775,8.654066042981659e-07,90.48741173971831,local,0.18140536175278463,1.1530015763062412e-10,0.999999999364406,False,0.316,0.3465015851237429,False,316.22776601683796,-216.2278211812582,False
16,0.7,100.0,reflection,60.0,p,110.0,9.402711210636872e-11,9.38372628122748e-10,3.0632868427928e-05,8.943335035866199e-07,3.135943489432545e-05,2.8871176565928303e-06,0.783703637335338,0.32777923943748116,1.2171445154655833e-06,725.0,11.7,0.7,100.0,725.0000358571634,0.6392891615372156,0.22736507175022,0.6999973296986473,99.99989244631696,0.00010755368303705382,0.00010755368303705382,2.670301352702964e-06,2.670301352702964e-06,-3.5857163425134786e-05,3.5857163425134786e-05,8.70675788894536e-07,1016.0,0.2753318596470671,8.952364086634416e-07,90.26748479444278,local,0.19357465410755698,9.402711210636872e-11,0.9999999995142591,False,0.316,0.38399732969864725,False,316.22776601683796,-216.227873570521,False
17,0.7374999999999999,100.0,reflection,60.0,p,110.0,1.0290985181491004e-10,9.03985115691336e-10,3.006634523335578e-05,8.849416188893368e-07,3.076421704030703e-05,2.905905645611117e-06,0.7827049386430087,0.3328098780353179,7.472682307104878e-07,725.0,11.7,0.7374999999999999,100.0,725.0000271668287,0.6228241332240759,0.21580380574943592,0.737498314912416,100.00008370463541,-8.370463541496065e-05,8.370463541496065e-05,1.6850875839136137e-06,1.6850875839136137e-06,-2.71668286586646e-05,2.71668286586646e-05,8.706715127032727e-07,1017.0,0.2753305073966568,8.85679488027774e-07,90.43114935966143,local,0.20543002604071192,1.0290985181491004e-10,0.9999999994990516,False,0.316,0.421498314912416,False,316.22776601683796,-216.22768231220255,False
18,0.7749999999999999,100.0,reflection,60.0,p,110.0,9.824069450721057e-11,8.478751027230931e-10,2.9118294983104578e-05,8.636219787560941e-07,2.9787071715724364e-05,3.1946591982912054e-06,0.7813710043176851,0.3376133193881306,1.246034167595258e-06,725.0,11.7,0.7749999999999999,100.0,725.000022733711,0.6075689027613747,0.2053620215134978,0.7749969635034714,99.99989453861366,0.00010546138634026647,0.00010546138634026647,3.0364965285523127e-06,3.0364965285523127e-06,-2.2733711034561566e-05,2.2733711034561566e-05,8.706831066281988e-07,1018.0,0.2753341737176356,8.639531033087784e-07,90.71335447921713,local,0.2175982931642271,9.824069450721057e-11,0.9999999995485227,False,0.316,0.45899696350347136,False,316.22776601683796,-216.2278714782243,False
19,0.8125,100.0,reflection,60.0,p,110.0,9.987335457977086e-11,8.84227068047833e-10,2.973595581190948e-05,8.883226022887966e-07,3.0405882205269277e-05,3.3609855322378444e-06,0.7797687358983846,0.34215983780757436,1.70297041413449e-07,725.0,11.7,0.8125,100.0,724.9999736403059,0.5933817345994281,0.19588311300127637,0.8124995598311646,99.99998815415799,1.1845842010416163e-05,1.1845842010416163e-05,4.4016883538056106e-07,4.4016883538056106e-07,2.6359694061284245e-05,2.6359694061284245e-05,8.707067975524847e-07,1019.0,0.2753416654456974,8.911623358683554e-07,90.5066312461544,local,0.22907881060328386,9.987335457977086e-11,0.9999999995640219,False,0.316,0.4964995598311646,False,316.22776601683796,-216.22777786267997,False
20,0.85,100.0,reflection,60.0,p,110.0,8.253585493300667e-11,8.173253308152816e-10,2.8588902231727634e-05,8.598645102610682e-07,2.9202772691394666e-05,2.8690419768316947e-06,0.7779501859701041,0.3464333172512166,1.374860517128038e-06,725.0,11.7,0.85,100.0,725.0000060333432,0.5801450648059892,0.18724181676031149,0.8499967894224708,99.9997596501529,0.00024034984710397111,0.00024034984710397111,3.2105775291668692e-06,3.2105775291668692e-06,-6.033343197486829e-06,6.033343197486829e-06,8.707396819029827e-07,1020.0,0.2753520643903923,8.600139168832456e-07,90.87455040889516,local,0.24013686423381544,8.253585493300667e-11,0.9999999996562966,False,0.316,0.5339967894224709,False,316.22776601683796,-216.22800636668507,False
21,0.8875,100.0,reflection,60.0,p,110.0,9.180016101220915e-11,8.540162445669944e-10,2.9223556329902666e-05,8.845741139053102e-07,2.9867084197274445e-05,3.2347850668873294e-06,0.7759557835704164,0.3504308641617879,2.7332449018030953e-06,725.0,11.7,0.8875,100.0,724.9999848079729,0.5677545747592923,0.1793280645051987,0.8875071703418818,100.00037340562251,-0.0003734056225113136,0.0003734056225113136,-7.170341881801434e-06,7.170341881801434e-06,1.5192027149169007e-05,1.5192027149169007e-05,8.707795108519276e-07,1021.0,0.2753646594099399,8.841204573726144e-07,90.68978587119396,local,0.25082153555756337,9.180016101220915e-11,0.999999999634002,False,0.316,0.5715071703418817,False,316.22776601683796,-216.22739261121546,False
22,0.9249999999999999,100.0,reflection,60.0,p,110.0,8.482177019267422e-11,8.031399601252005e-10,2.8339724065791476e-05,8.629732567268802e-07,2.895564167670757e-05,3.244739671428177e-06,0.7738187567544133,0.3541516321736718,1.4376918583186308e-06,725.0,11.7,0.9249999999999999,100.0,724.9999890092389,0.5561282852346436,0.172059999814803,0.9249967642868882,99.99968885620864,0.0003111437913645432,0.0003111437913645432,3.235713111782168e-06,3.235713111782168e-06,1.0990761097673385e-05,1.0990761097673385e-05,8.708245317133716e-07,1022.0,0.2753788962563785,8.636312885836474e-07,90.94546030300629,local,0.26092954935538215,8.482177019267422e-11,0.9999999996749247,False,0.316,0.6089967642868881,False,316.22776601683796,-216.2280771606293,False
23,0.9624999999999999,100.0,reflection,60.0,p,110.0,8.782822951425284e-11,7.773156548909147e-10,2.7880381182668838e-05,8.537759940665719e-07,2.8442914703542808e-05,2.739060226916311e-06,0.7715643145470378,0.3576058682457406,4.264536474763385e-06,725.0,11.7,0.9624999999999999,100.0,725.0000150926276,0.5451870611327474,0.16535421654039195,0.9625091299260441,100.00101423909587,-0.0010142390958662872,0.0010142390958662872,-9.12992604418239e-06,9.12992604418239e-06,-1.5092627563717542e-05,1.5092627563717542e-05,8.708733702545659e-07,1023.0,0.2753943403591559,8.541544107324803e-07,91.09017302450454,local,0.27148462647220745,8.782822951425284e-11,0.9999999996764891,False,0.316,0.6465091299260441,False,316.22776601683796,-216.2267517777421,False
24,1.0,100.0,reflection,60.0,p,110.0,8.10027174045814e-11,7.620563232818995e-10,2.7605367653445578e-05,8.498360418854264e-07,2.8172402084425627e-05,2.4476338289329547e-06,0.7692130636393311,0.360798063892837,4.3978089699425644e-07,725.0,11.7,1.0,100.0,724.9999961356311,0.534867337290179,0.15915494309189535,1.0,100.00014320802595,-0.00014320802594625093,0.00014320802594625093,0.0,0.0,3.864368864014978e-06,3.864368864014978e-06,8.709249435586449e-07,1024.0,0.2754106492698909,8.510857192119267e-07,91.1673687767979,local,0.2811997888814114,8.10027174045814e-11,0.999999999711939,False,0.316,0.6839999999999999,False,316.22776601683796,-216.22762280881201,False
25,0.1,137.5,reflection,60.0,p,110.0,7.91083537198404e-11,1.098002646323317e-09,3.313612298268035e-05,9.122891060517336e-07,3.402397900711062e-05,3.2203753517487735e-06,0.9559773005578134,0.35062545925041216,1.14001432877501e-06,725.0,11.7,0.1,137.5,724.9999233748175,1.983335286400446,1.5915436979635307,0.10000036021351032,137.49987657824238,0.00012342175762114493,0.00012342175762114493,-3.602135103114579e-07,3.602135103114579e-07,7.662518248707784e-05,7.662518248707784e-05,9.13441092586083e-07,1025.0,0.2888554360964766,9.123200978501053e-07,89.59367223022088,local,0.030747192774440154,7.91083537198404e-11,0.9999999974271356,False,0.316,-0.21599963978648967,False,316.22776601683796,-178.72788943859558,False
26,0.1375,137.5,reflection,60.0,p,110.0,7.880201375512842e-11,1.0998468108475461e-09,3.316393840977797e-05,8.993846946076636e-07,3.405456888125735e-05,3.1083633128142253e-06,0.9255475315924345,0.4304252883450829,7.455067969801017e-06,725.0,11.7,0.1375,137.5,724.999726194405,1.6913821784872864,1.1574630516005613,0.13750326014451428,137.5007168595767,-0.0007168595766984254,0.0007168595766984254,-3.260144514266594e-06,3.260144514266594e-06,0.0002738055950430862,0.0002738055950430862,8.997019081748628e-07,1026.0,0.2845107245032231,8.993067766442255e-07,89.58744269381135,local,0.03264185126089823,7.880201375512842e-11,0.9999999975858596,False,0.316,-0.17849673985548573,False,316.22776601683796,-178.72704915726126,False
27,0.175,137.5,reflection,60.0,p,110.0,7.765011364795414e-11,1.1555193334855835e-09,3.3992930639848986e-05,9.124871909444465e-07,3.4951714252107584e-05,2.8956805655103515e-06,0.8705537365146044,0.5133662064211296,4.0474721394871766e-06,725.0,11.7,0.175,137.5,724.9997212341382,1.499274221002472,0.9094687933136254,0.1749976956460689,137.5000777989235,-7.779892351322815e-05,7.779892351322815e-05,2.3043539310874106e-06,2.3043539310874106e-06,0.00027876586182173924,0.00027876586182173924,8.903630778243333e-07,1027.0,0.2815575270442649,9.089667883020744e-07,89.40578818914739,local,0.036987027956336974,7.765011364795414e-11,0.9999999979006122,False,0.316,-0.1410023043539311,False,316.22776601683796,-178.72768821791445,False
28,0.2125,137.5,reflection,60.0,p,110.0,9.617131621966104e-11,1.1372377773447444e-09,3.372295623673501e-05,8.995245321437982e-07,3.464968181318483e-05,3.059789156108217e-06,0.7772603080941791,0.5361289997303897,3.637256690707827e-06,725.0,11.7,0.2125,137.5,724.9999682855067,1.3605524200507597,0.7489555928255814,0.21250250965007444,137.50012353038278,-0.00012353038277979067,0.00012353038277979067,-2.5096500744503647e-06,2.5096500744503647e-06,3.171449327510345e-05,3.171449327510345e-05,8.839758880718459e-07,1028.0,0.2795377202977102,8.969455135697736e-07,89.46642807909583,local,0.042900535646001825,9.617131621966104e-11,0.9999999977582724,False,0.316,-0.10349749034992556,False,316.22776601683796,-178.72764248645518,False
29,0.25,137.5,reflection,60.0,p,110.0,7.311408921092447e-11,1.0441957334038883e-09,3.231401759923839e-05,8.592349368871912e-07,3.324499994239281e-05,2.632916351307142e-06,0.6571231583868886,0.5087939136418989,2.279646071761224e-06,725.0,11.7,0.25,137.5,725.0000544122145,1.2543726366038161,0.6366157343826457,0.25000158572303416,137.5005302883887,-0.0005302883886884047,0.0005302883886884047,-1.5857230341587147e-06,1.5857230341587147e-06,-5.4412214467447484e-05,5.4412214467447484e-05,8.795509330463949e-07,1029.0,0.2781384266552868,8.596875687603743e-07,89.80761816549327,local,0.049638995258122216,7.311408921092447e-11,0.9999999985270835,False,0.316,-0.06599841427696584,False,316.22776601683796,-178.72723572844927,False
30,0.2875,137.5,reflection,60.0,p,110.0,8.227728071358586e-11,1.1309082113210098e-09,3.362897874335481e-05,8.93800678984566e-07,3.458352931360295e-05,3.385210224339519e-06,0.6754993586863078,0.4636184904703347,1.698066122428389e-06,725.0,11.7,0.2875,137.5,724.9999398653464,1.1697073389015276,0.5535793952627639,0.2875015660876437,137.50013064633904,-0.0001306463390449153,0.0001306463390449153,-1.5660876437340043e-06,1.5660876437340043e-06,6.013465360865666e-05,6.013465360865666e-05,8.764429021712917e-07,1030.0,0.2771555809949416,8.920590803355667e-07,89.48268990483174,local,0.05674620247135709,8.227728071358586e-11,0.999999998550083,False,0.316,-0.02849843391235629,False,316.22776601683796,-178.72763537049892,False
31,0.32499999999999996,137.5,reflection,60.0,p,110.0,8.838600655428049e-11,1.0415114906903286e-09,3.227245715297068e-05,8.59351519088212e-07,3.319274500597412e-05,2.6626489924345097e-06,0.7142907288861995,0.42078097317003743,4.6621625582590345e-06,725.0,11.7,0.32499999999999996,137.5,725.0000816680155,1.1001625312685823,0.4897141215395783,0.3249956170174124,137.49904139841183,0.0009586015881666299,0.0009586015881666299,4.382982587536333e-06,4.382982587536333e-06,-8.166801546849456e-05,8.166801546849456e-05,8.742328224876579e-07,1031.0,0.2764566924338669,8.545773454159578e-07,89.87173292883449,local,0.06396640869555659,8.838600655428049e-11,0.9999999986182434,False,0.316,0.008995617017412416,False,316.22776601683796,-178.72872461842613,False
32,0.36250000000000004,137.5,reflection,60.0,p,110.0,8.883262149152699e-11,1.12051148324128e-09,3.34740419316413e-05,8.947440957303006e-07,3.441799747112674e-05,3.2048762085647208e-06,0.7409245587302831,0.38732680149529114,1.376185841033861e-06,725.0,11.7,0.36250000000000004,137.5,724.9999948199966,1.041700563700963,0.43904653063580906,0.36250131133347924,137.50036369624303,-0.000363696243027789,0.000363696243027789,-1.3113334791925446e-06,1.3113334791925446e-06,5.180003427085467e-06,5.180003427085467e-06,8.726457381297143e-07,1032.0,0.2759548122928741,8.942288321373788e-07,89.51084092665283,local,0.0712794498440139,8.883262149152699e-11,0.9999999987537415,False,0.316,0.046501311333479234,False,316.22776601683796,-178.72740232059493,False
33,0.4,137.5,reflection,60.0,p,110.0,9.678612445428376e-11,1.035635343098281e-09,3.218128871096186e-05,8.648257554836683e-07,3.305663556510044e-05,2.8233729667697695e-06,0.7593358138049128,0.36362275731006194,1.5837576026747396e-06,725.0,11.7,0.4,137.5,725.0000838015583,0.9916731306413006,0.3978892954186165,0.39999805203216027,137.5002333917739,-0.00023339177388947974,0.00023339177388947974,1.947967839754927e-06,1.947967839754927e-06,-8.380155827580893e-05,8.380155827580893e-05,8.714982225776695e-07,1033.0,0.2755919360133814,8.618111173354749e-07,89.87826399390491,local,0.07866854135747965,9.678612445428376e-11,0.9999999987696973,False,0.316,0.08399805203216026,False,316.22776601683796,-178.72753262506407,False
34,0.4375,137.5,reflection,60.0,p,110.0,9.539564957209421e-11,1.1057554714773251e-09,3.32529017001122e-05,8.995281472137171e-07,3.416655197902868e-05,3.1837417064054137e-06,0.7721163586362042,0.3478423108105339,1.5458908946975404e-06,725.0,11.7,0.4375,137.5,725.0000556152115,0.9482208081995048,0.36378333588743483,0.43749926780907444,137.5006527986917,-0.0006527986917035378,0.0006527986917035378,7.321909255564307e-07,7.321909255564307e-07,-5.561521152230853e-05,5.561521152230853e-05,8.706656845185685e-07,1034.0,0.2753286643628279,9.006484835488922e-07,89.55259369544281,local,0.08627418276959063,9.539564957209421e-11,0.9999999988942735,False,0.316,0.12149926780907444,False,316.22776601683796,-178.72711321814626,False
35,0.475,137.5,reflection,60.0,p,110.0,9.192156165258359e-11,1.0597113021456383e-09,3.255320724822115e-05,8.871946224056501e-07,3.344111342939214e-05,3.8752982669046365e-06,0.780978173862892,0.3382227893335901,8.937389519851653e-07,725.0,11.7,0.475,137.5,724.9999399133262,0.9100176645098788,0.3350632387470498,0.47499971553742015,137.49960839478263,0.00039160521737358067,0.00039160521737358067,2.8446257982484013e-07,2.8446257982484013e-07,6.008667378409882e-05,6.008667378409882e-05,8.700619752759491e-07,1035.0,0.2751377547377106,8.892795010878551e-07,89.72773548082885,local,0.09416981807269842,9.192156165258359e-11,0.9999999990238744,False,0.316,0.15899971553742015,False,316.22776601683796,-178.72815762205533,False
